chip,threshold,dac,hits_per_s,count0,count1,dt_s,mu_est,sigma_est,r2_est
2,1,222,0.7991870376075134,4530182,4530190,10.010172367095947,246,5,0.8694049596138987
2,1,221,0.9989687359976778,4530196,4530206,10.010323286056519,246,5,0.8726723527375806
2,1,220,0.4994868186598656,4530214,4530219,10.010274171829224,246,5,0.8756125265427263
2,1,219,0.8991001076098094,4530226,4530235,10.010008811950684,246,5,0.8782700440806035
2,1,218,0.5993776727135419,4530242,4530248,10.010382890701294,246,5,0.8806855394305337
2,1,217,0.3996126686708416,4530251,4530255,10.009692668914795,246,5,0.8828905582419969
2,1,216,0.39961813223981446,4530263,4530267,10.00955581665039,246,5,0.8849109454316635
2,1,215,0.5993885365318984,4530273,4530279,10.010201454162598,246,5,0.8867682096651777
2,1,214,0.19980013812553418,4530285,4530287,10.010003089904785,246,5,0.8884833614898335
2,1,213,0.6993295659578522,4530294,4530301,10.009586811065674,246,5,0.8900689576954581
2,1,212,0.39959212927249876,4530307,4530311,10.010207176208496,246,5,0.8915418670763466
2,1,211,0.399599705190342,4530317,4530321,10.010017395019531,246,5,0.8929126959174206
2,1,210,0.39960508274353024,4530325,4530329,10.009882688522339,246,5,0.8941916757537749
2,1,209,0.09988898693949705,4530335,4530336,10.01111364364624,246,5,0.8953891255866256
2,1,208,0.1997893123370652,4530338,4530340,10.010545492172241,246,5,0.8965109771248766
2,1,207,0.29969357588287027,4530343,4530346,10.01022458076477,246,5,0.8975640403118705
2,1,206,0.39960566333757536,4530351,4530355,10.009868144989014,246,5,0.8985543155348604
2,1,205,0.299719224744352,4530360,4530363,10.009367942810059,246,5,0.899488215540156
2,1,204,0.1998098228469402,4530366,4530368,10.009517908096313,246,5,0.9003705269555756
2,1,203,0.19980187511949313,4530369,4530371,10.009916067123413,246,5,0.901204926192265
2,1,202,0.0998922794389957,4530375,4530376,10.010783672332764,246,5,0.9019958207077203
2,1,201,0.29971328506827166,4530377,4530380,10.009566307067871,246,5,0.9027447215384663
