run_timestamp,position_mm,delta_mm,sensor,chip,threshold,threshold_reg,counter_index,vth_bl,dac,integration_requested_s,measured_time_s,count_initial,count_final,hits,hits_per_s,status,analysis_mode,note
2026-05-21T11:12:10,87.3,40.0,sensor2_serial,1,1,5,1,120,249,20.000,20.727,16264592,2061459,2574083,128704.150000,SUCCESS,sync_sigmoid,sync_with_sensor1_matrix5
2026-05-21T11:12:33,87.3,40.0,sensor1_raspberry,5,TH0,4,0,107,248,20.000,20.763,13175941,13176217,276,13.800000,SUCCESS,sync_counter,sync_with_sensor2_IC1_TH1
2026-05-21T11:12:33,87.3,40.0,sensor2_serial,1,1,5,1,120,248,20.000,20.763,2313087,5121349,2808262,140413.100000,SUCCESS,sync_sigmoid,sync_with_sensor1_matrix5
2026-05-21T11:12:56,87.3,40.0,sensor1_raspberry,5,TH0,4,0,107,247,20.000,20.744,13176245,13176333,88,4.400000,SUCCESS,sync_counter,sync_with_sensor2_IC1_TH1
2026-05-21T11:12:56,87.3,40.0,sensor2_serial,1,1,5,1,120,247,20.000,20.744,5409083,8216173,2807090,140354.500000,SUCCESS,sync_sigmoid,sync_with_sensor1_matrix5
2026-05-21T11:13:18,87.3,40.0,sensor1_raspberry,5,TH0,4,0,107,246,20.000,20.773,13176339,13176355,16,0.800000,SUCCESS,sync_counter,sync_with_sensor2_IC1_TH1
2026-05-21T11:13:18,87.3,40.0,sensor2_serial,1,1,5,1,120,246,20.000,20.773,8489558,10959075,2469517,123475.850000,SUCCESS,sync_sigmoid,sync_with_sensor1_matrix5
2026-05-21T11:13:41,87.3,40.0,sensor1_raspberry,5,TH0,4,0,107,245,20.000,20.802,13176355,13176357,2,0.100000,SUCCESS,sync_counter,sync_with_sensor2_IC1_TH1
2026-05-21T11:13:41,87.3,40.0,sensor2_serial,1,1,5,1,120,245,20.000,20.802,11197228,13116786,1919558,95977.900000,SUCCESS,sync_sigmoid,sync_with_sensor1_matrix5
2026-05-21T11:14:04,87.3,40.0,sensor1_raspberry,5,TH0,4,0,107,244,20.000,20.734,13176359,13176360,1,0.050000,SUCCESS,sync_counter,sync_with_sensor2_IC1_TH1
2026-05-21T11:14:04,87.3,40.0,sensor2_serial,1,1,5,1,120,244,20.000,20.734,13304701,14581729,1277028,63851.400000,SUCCESS,sync_sigmoid,sync_with_sensor1_matrix5
2026-05-21T11:14:27,87.3,40.0,sensor1_raspberry,5,TH0,4,0,107,255,20.000,20.683,13612957,3710622,6874881,343744.050000,SUCCESS,sync_counter,sync_with_sensor2_IC1_TH2
2026-05-21T11:14:27,87.3,40.0,sensor2_serial,1,2,6,2,120,255,20.000,20.683,13777477,15538469,1760992,88049.600000,SUCCESS,sync_sigmoid,sync_with_sensor1_matrix5
2026-05-21T11:14:50,87.3,40.0,sensor1_raspberry,5,TH0,4,0,107,254,20.000,20.742,4286438,9083144,4796706,239835.300000,SUCCESS,sync_counter,sync_with_sensor2_IC1_TH2
2026-05-21T11:14:50,87.3,40.0,sensor2_serial,1,2,6,2,120,254,20.000,20.742,15707008,785460,1855668,92783.400000,SUCCESS,sync_sigmoid,sync_with_sensor1_matrix5
2026-05-21T11:15:13,87.3,40.0,sensor1_raspberry,5,TH0,4,0,107,253,20.000,20.752,9326927,10391773,1064846,53242.300000,SUCCESS,sync_counter,sync_with_sensor2_IC1_TH2
